"MLog","RescueDate","RescuePerDay","RelDate"
877,2006-07-30 00:00:00.000,1,2006-11-16 00:00:00.000
878,2006-07-21 00:00:00.000,1,2006-11-09 00:00:00.000
880,2006-08-14 00:00:00.000,1,2006-11-01 00:00:00.000
882,2006-10-26 00:00:00.000,1,2006-11-20 00:00:00.000
884,2006-09-04 00:00:00.000,1,2007-05-31 00:00:00.000
885,2001-01-24 00:00:00.000,1,2001-03-15 00:00:00.000
886,2001-03-14 00:00:00.000,1,2009-02-26 00:00:00.000
894,2007-04-25 00:00:00.000,1,2007-09-18 00:00:00.000
898,2007-07-04 00:00:00.000,1,2007-11-14 00:00:00.000
901,2007-01-13 00:00:00.000,1,2007-06-07 00:00:00.000
909,2007-02-27 00:00:00.000,1,2009-03-18 00:00:00.000
910,2008-01-26 00:00:00.000,1,2009-01-27 00:00:00.000
910,2009-02-21 00:00:00.000,1,2010-02-08 00:00:00.000
914,2007-07-18 00:00:00.000,1,2008-05-08 00:00:00.000
915,2007-01-03 00:00:00.000,1,2007-09-13 00:00:00.000
915,2012-02-06 00:00:00.000,1,2012-05-16 00:00:00.000
924,2007-08-17 00:00:00.000,1,2010-02-16 00:00:00.000
925,2007-06-12 00:00:00.000,1,2007-09-07 00:00:00.000
927,2007-09-16 00:00:00.000,1,2012-02-13 00:00:00.000
929,2007-10-18 00:00:00.000,1,2010-02-16 00:00:00.000
929,2010-04-07 00:00:00.000,1,2010-06-09 00:00:00.000
943,2007-08-16 00:00:00.000,1,2011-02-15 00:00:00.000
953,2008-01-03 00:00:00.000,1,2009-01-29 00:00:00.000
955,2008-01-18 00:00:00.000,1,2009-01-29 00:00:00.000
956,2008-01-18 00:00:00.000,1,2009-01-27 00:00:00.000
963,2007-10-26 00:00:00.000,1,2008-07-18 00:00:00.000
964,2007-05-24 00:00:00.000,1,2008-05-14 00:00:00.000
965,2007-05-01 00:00:00.000,1,2007-10-18 00:00:00.000
967,2007-03-26 00:00:00.000,1,2008-06-05 00:00:00.000
968,2007-03-26 00:00:00.000,1,2009-02-27 00:00:00.000
968,2010-01-08 00:00:00.000,1,2010-02-16 00:00:00.000
