"MLog","RescueDate","RescuePerDay","Gear","GearDesc","EntLoc","CreateBy","CreateDate","UpdateBy","UpdateDate"
3280,2020-04-01 00:00:00.000,1,Rope,Anchor line from docked boat. Crab trap line became wrapped around the anchor line and manatee was unable to freely swim. Anchor line was not directly touching manatee.,On crab trap ,bgreer,2020-04-02 09:23:13.887,D,2020-04-02 09:23:13.887
3283,2019-07-05 00:00:00.000,1,CrFl,"Citizen reported that the manatee had thick white rope wrapped around the body, a square orange buoy visible above the water, and a crab trap that was being dragged. ",body and pectoral flippers (presumed),ngordon,2020-04-20 13:02:26.717,D,2020-04-20 13:02:26.717
3287,2020-04-28 00:00:00.000,1,CrFl,"Active crab trap, line and buoy",Peduncle,bgreer,2020-05-11 07:54:51.073,D,2020-05-11 07:54:51.073
3290,2020-05-22 00:00:00.000,1,CrFl,"Unmarked buoy, line and collapsed trap",Right flipper,bgreer,2020-05-26 07:44:57.940,D,2020-05-26 07:44:57.940
3321,2020-09-01 00:00:00.000,1,Mono,fishing line around both pecs. left pec mono was removed in field rt pec removal in rehab,left pec and right pec,lbraso,2020-09-02 13:59:11.317,D,2020-09-02 13:59:11.317
3351,2020-12-11 00:00:00.000,1,Rope,blueish green rope also dragging possible fish cleaning table,left pectoral flipper,lbraso,2020-12-14 07:58:07.530,D,2020-12-14 07:58:07.530
5384,2021-01-29 00:00:00.000,1,Mono,"","Around body, behind flippers",mlippincot,2021-01-31 11:31:06.740,D,2021-01-31 11:31:06.740
6397,2021-02-23 00:00:00.000,1,Mono,red fishing line,right pectoral flipper,lbraso,2021-02-24 10:21:40.590,D,2021-02-24 10:21:40.590
7446,2020-05-24 00:00:00.000,1,CrFl,"White-green stripe bullet float#V2831. White line wrapped around fluke insertion and penetrating ~5-10 cm. A citizen cut the line between the manatee and the entangling trap, and it was last seen free swimming with buoy and line attached. ",Fluke insertion and penetrating approximately 5-10 cm. ,dboyd,2021-06-23 14:35:40.453,D,2021-06-23 14:35:40.453
7448,2021-07-08 00:00:00.000,1,CrFl,Black blue crab trap with white nylon line and a white bullet-shaped buoy,Left flipper,dboyd,2021-07-20 13:07:13.520,D,2021-07-20 13:07:13.520
7466,2021-08-23 00:00:00.000,1,CrFl,"Two commercial blue crab pot traps, 3 rebar bases and various buoys. Three crabbers involved, one inactive. ",right pectoral flipper,ngordon,2021-08-25 12:59:39.650,D,2021-08-25 12:59:39.650
7490,2021-07-19 00:00:00.000,1,Mono,"black plastic, metal swivel, green braided line",right pectoral flipper,BGoodrum,2021-10-08 12:31:52.520,D,2021-10-08 12:31:52.520
7491,2021-01-27 00:00:00.000,1,Mono,"6ft blue monofilament line",monofilament trailing from manatee's mouth,BGoodrum,2021-10-08 12:45:07.947,D,2021-10-08 12:45:07.947
9600,2022-07-28 00:00:00.000,1,CrFl,Commercial blue crab trap gear.,Right flipper,APajor,2022-09-07 12:28:54.880,D,2022-09-07 12:28:54.880
9607,2022-02-17 00:00:00.000,1,Rope,Chum bag,Wrapped around tail mutilation,KBouchard,2022-09-24 14:42:06.610,D,2022-09-24 14:42:06.610
9608,2022-04-13 00:00:00.000,1,Mono,Fishing hook with lure and trailing monofilament line,Lure through the upper lip,KBouchard,2022-09-24 14:48:29.847,D,2022-09-24 14:48:29.847
9615,2021-10-28 00:00:00.000,1,Mono,clear,tail notch mutilation ,ngordon,2022-10-17 10:36:33.727,D,2022-10-17 10:36:33.727
9615,2021-10-28 00:00:00.000,1,Oth,"Monofilament, metal wire, fish leaders, and a plastic water bottle",Tail notch mutilation ,ngordon,2022-10-17 10:36:04.790,D,2022-10-17 10:36:04.790
9632,2022-10-28 00:00:00.000,1,Oth,Black strap with string and vegetation wrapped tightly around it.,Wrapped around tail mutilation,KBouchard,2022-11-04 13:16:31.060,D,2022-11-04 13:16:31.060
9672,2023-02-08 00:00:00.000,1,Fl,Rope and buoy plus rebar ,Left pec and Right flipper and around body ,mlippincot,2023-02-10 07:02:33.313,D,2023-02-10 07:02:33.313
9684,2023-02-14 00:00:00.000,1,Fl,Float line associated with manatee sanctuary. ,right pectoral flipper,ngordon,2023-03-14 14:25:29.903,D,2023-03-14 14:25:29.903
9691,2023-03-01 00:00:00.000,1,Rope,Boat line dangling in water,Tail fluke mutilation,KBouchard,2023-03-16 07:12:16.580,D,2023-03-16 07:12:16.580
