"Name","SystemID","System","CreateBy","CreateDate","UpdateBy","UpdateDate"
Periscope,TB300,MIPS,krood,2010-08-16 16:45:14.100,D,2010-08-16 16:45:14.100
Periwinkle,TB353,MIPS,krood,2014-06-13 13:33:52.480,D,2014-06-13 13:33:52.480
Perry,TEP002,T,D,2009-07-09 10:09:34.327,csandersre,2009-08-11 20:30:17.607
Pesto,FM358,MIPS,krood,2010-08-16 16:40:07.813,D,2010-08-16 16:40:07.813
Petal,TB250,MIPS,krood,2010-08-16 16:42:13.160,D,2010-08-16 16:42:13.160
Peteena,BS265,MIPS,D,2009-07-09 10:09:34.327,csandersre,2009-08-06 16:50:53.367
Petrea,U6166,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Petri,SB149,MIPS,krood,2017-11-15 14:42:47.377,D,2017-11-15 14:42:47.377
Phalanges,RB069,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Phalcon,BS227,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Phillip,BS053,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Phire,BS212,MIPS,D,2009-07-09 10:09:34.327,csandersre,2009-08-06 16:44:10.850
Phish,SB168,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Phobos,TB244,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Phollie,BS161,MIPS,D,2009-07-09 10:09:34.327,csandersre,2009-08-06 16:37:55.320
Phud,BS100,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Phyto,TB187,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Pi,SB167,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Pi II,U0355,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Piano,TB342,MIPS,krood,2016-04-15 06:36:08.460,D,2016-04-15 06:36:08.460
Picket,TB113,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Pickle,CR041,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Pier,TB127,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Pierre,MI031,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Piety,CR071,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Piggybank,EG015,MIPS,krood,2015-04-07 19:12:08.530,D,2015-04-07 19:12:08.530
Piglet,BC302,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Pilcrow,TB387,MIPS,krood,2015-04-07 19:15:05.797,D,2015-04-07 19:15:05.797
Pilo,TCR005,T,D,2009-07-09 10:09:34.327,csandersre,2009-08-11 20:31:22.437
Pilot,TB033,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Pincer,BS059,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Pinger,TB188,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Pip,MI068,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Pipefish,TB612,MIPS,krood,2017-11-15 14:48:52.210,D,2017-11-15 14:48:52.210
Pixies,SB156,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Pizza,CH025,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
PJ,TPR030,T,D,2009-07-09 10:09:34.327,csandersre,2009-08-11 20:31:55.300
Placida,U5899,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Plain Jane,BS039,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Plankton,TB118,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Platypus,U0525,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Plinko,TB499,MIPS,krood,2016-04-15 07:05:23.697,D,2016-04-15 07:05:23.697
Plow,TB355,MIPS,krood,2017-11-15 14:43:27.883,D,2017-11-15 14:43:27.883
Plug,TB079,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Pneumyer,FM347,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Poblano,TB554,MIPS,krood,2017-11-15 14:44:17.280,D,2017-11-15 14:44:17.280
Poe,BS058,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Pogostick,FM327,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Poi,EG010,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Poindexter,MI089,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Polaris,BS217,MIPS,D,2009-07-09 10:09:34.327,csandersre,2009-08-06 16:44:22.477
Polk,BS116,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Polo,TNP028,T,D,2009-07-09 10:09:34.327,csandersre,2009-08-11 20:32:24.943
Pongo,TB107,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Pooh,PE180,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Poosha,FM126,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Popcorn,TB697,MIPS,krood,2019-11-12 10:11:35.470,D,2019-11-12 10:11:35.470
Pope,BS023,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Popeye,CR284,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Popsicle,SB131,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Porky,BS070,MIPS,D,2009-07-09 10:09:34.327,csandersre,2009-08-05 12:44:30.553
Porter,TNP020,T,D,2009-07-09 10:09:34.327,csandersre,2009-08-11 20:33:04.977
Poseidon,TB483,MIPS,krood,2016-04-15 06:45:09.460,D,2016-04-15 06:45:09.460
Poshase,FM126,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Prairie,DUSW01099,MIPS,krood,2017-11-15 14:41:41.993,D,2017-11-15 14:41:41.993
Prawn,TB286,MIPS,krood,2010-08-16 16:44:26.130,D,2010-08-16 16:44:26.130
Precious,BS140,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Premie,TB019,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Pretzel,SB035,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Princess,MI038,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Proton,TB442,MIPS,krood,2015-04-07 19:17:37.600,D,2015-04-07 19:17:37.600
Pudge,TEP027,T,D,2009-07-09 10:09:34.327,csandersre,2009-08-11 20:33:25.400
Pursuit,TB405,MIPS,krood,2015-04-07 19:15:55.587,D,2015-04-07 19:15:55.587
Pushpin,U0786,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Puzzle,PE099,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Pythagoras,SB139,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Pythagorus,PE188,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Quad,TB361,MIPS,krood,2014-06-13 13:33:59.620,D,2014-06-13 13:33:59.620
Quasimodo,PE226,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Quatro,PE218,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Queen Amadala,CH121,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Quequag,SB118,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Quick,BS193,MIPS,D,2009-07-09 10:09:34.327,csandersre,2009-08-06 16:41:12.227
Quidditch,FM338,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Quincy,FM047,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Quiver,TB352,MIPS,krood,2014-06-13 13:34:06.087,D,2014-06-13 13:34:06.087
R C ,SB066,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
R-Scrape,PE095,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Rachis,U8641,MIPS,krood,2017-11-15 14:49:15.133,D,2017-11-15 14:49:15.133
Rambler,TSW062,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Ramsey,TB597,MIPS,krood,2017-11-15 14:45:55.993,D,2017-11-15 14:45:55.993
Rapa,TB340,MIPS,krood,2014-06-13 13:34:12.567,D,2014-06-13 13:34:12.567
Rapunzel,TB324,MIPS,krood,2016-04-15 06:32:42.460,D,2016-04-15 06:32:42.460
Raster,TB035,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Ratchet,CH358,MIPS,krood,2019-11-12 10:11:51.283,D,2019-11-12 10:11:51.283
Ravenclaw,TTB104,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Red,CR158,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Red Hot Poker,CR125,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Red Tide,CH155,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Redlow,CTB042,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Regatta,TB480,MIPS,krood,2016-04-15 06:42:05.410,D,2016-04-15 06:42:05.410
Remarkable,TB505,MIPS,krood,2016-04-15 07:12:10.550,D,2016-04-15 07:12:10.550
Remington,SB095,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Ren,TB045,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Resee,U0346,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Reverse Zephyr,TB190,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Rhea,CH364,MIPS,krood,2019-11-12 10:12:01.650,D,2019-11-12 10:12:01.650
Rhett,TB088,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Rhizo,TBC078,T,krood,2013-01-07 13:22:45.300,D,2013-01-07 13:22:45.300
Ribbon,BC337,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Richard,CR297,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Richard II,BS234,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Rickshaw,U6752,MIPS,krood,2017-11-15 14:49:00.500,D,2017-11-15 14:49:00.500
Ricochet,SB036,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Riddle,U5894,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Ridge,TB027,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Ridgeback,CH363,MIPS,krood,2019-11-12 10:12:08.913,D,2019-11-12 10:12:08.913
Ridges,CR162,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Rifle,TB240,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Rightchunk,BC145,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Righty,MI053,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Ripple,FM304,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Ripple II,U5315,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Rippled,CH022,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Risotto,SB244,MIPS,krood,2017-11-15 14:42:56.023,D,2017-11-15 14:42:56.023
Robin ,BS035,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Robot,CH044,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Rodney,BS221,MIPS,D,2009-07-09 10:09:34.327,csandersre,2009-08-06 16:45:10.150
Roger,TEP015,T,D,2009-07-09 10:09:34.327,csandersre,2009-08-11 20:34:53.737
Rolando,PE244,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Rollers,PE015,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Rollin,BC459,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Roman8,SB100,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Rood,BS284,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Rooster,FM382,MIPS,krood,2011-03-10 13:17:18.887,D,2011-03-10 13:17:18.887
Rope,PE135,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Rorschach,FM562,MIPS,krood,2017-11-15 14:42:06.927,D,2017-11-15 14:42:06.927
Rosa,MI051,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Roseanne II,FM234,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Rosemary,U0221,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Roswell,FM305,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Rotini,TB602,MIPS,krood,2017-11-15 14:46:16.850,krood,2017-11-15 14:46:53.153
Rounder,TNP012,T,D,2009-07-09 10:09:34.327,csandersre,2009-08-11 20:35:38.317
Roxy,PE120,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Ruby,BS268,MIPS,D,2009-07-09 10:09:34.327,csandersre,2009-08-06 16:51:59.507
Rummy,CH366,MIPS,krood,2019-11-12 10:12:16.940,D,2019-11-12 10:12:16.940
Rune,TB569,MIPS,krood,2017-11-15 14:45:01.083,D,2017-11-15 14:45:01.083
Russett,SB089,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Ruta,CTB045,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Ruth,BC288,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Sadface,U8745,MIPS,krood,2016-08-22 06:01:01.600,D,2016-08-22 06:01:01.600
Sadie,CR028,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Sail,TB471,MIPS,krood,2015-04-07 19:22:17.250,D,2015-04-07 19:22:17.250
Sailor,BS244,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Salada,TBC081,T,krood,2013-01-07 13:23:31.023,D,2013-01-07 13:23:31.023
Sally,TNPR021,T,D,2009-07-09 10:09:34.327,csandersre,2009-08-19 01:17:07.183
Saltie,CH023,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Salvador,TTB114,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Sam,SB039,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Sampan,FM341,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Sandee,CR241,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Sandhill,TB492,MIPS,krood,2016-04-15 07:02:23.050,D,2016-04-15 07:02:23.050
Sanibel,FM260,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Santa,FK004,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Santina,U5618,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Saphhire,FM026,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Sapphire,FM026,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Sarah,BS243,MIPS,D,2009-07-09 10:09:34.327,csandersre,2009-08-06 16:49:10.870
Sardinia,FM457,MIPS,krood,2015-04-07 19:13:19.607,D,2015-04-07 19:13:19.607
Sargeant,SB042,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Sasha,CR026,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Saturn,U0850,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Saurus,TB252,MIPS,krood,2010-08-16 16:42:23.110,D,2010-08-16 16:42:23.110
Sawfish,TB486,MIPS,krood,2016-04-15 06:48:27.530,D,2016-04-15 06:48:27.530
Sawtooth,U0345,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
SB203,SICKLE,MIPS,krood,2013-05-16 12:45:52.070,D,2013-05-16 12:45:52.070
Scalene,TB373,MIPS,krood,2014-06-13 13:34:20.060,D,2014-06-13 13:34:20.060
Scallop,CR037,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Scarlett,TB080,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Sceptor,TB571,MIPS,krood,2017-11-15 14:45:09.777,D,2017-11-15 14:45:09.777
Schazam,SB096,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Schofield,BS115,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Schwartz,PE065,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Scoop,SB041,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Scoopla,SB098,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Scorch,TB132,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Score,SB221,MIPS,krood,2015-04-07 19:13:41.050,D,2015-04-07 19:13:41.050
Scout,PE176,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Scowchow,FM308,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Scram,TB225,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Scrappy,PE038,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Scratches,MI047,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Scrooge,TBC056,T,krood,2011-01-19 14:48:15.337,D,2011-01-19 14:48:15.337
Scutes,U5029,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Scythe,CH140,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Sea Ray,MI022,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Seadragon,TB441,MIPS,krood,2015-04-07 19:17:32.007,D,2015-04-07 19:17:32.007
Seeker,U5895,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Seesaw,TB249,MIPS,krood,2010-08-16 16:42:05.393,D,2010-08-16 16:42:05.393
Seismic,U9882,MIPS,krood,2016-08-22 06:01:19.780,D,2016-08-22 06:01:19.780
Sepal,SB234,MIPS,krood,2016-04-15 06:29:06.653,D,2016-04-15 06:29:06.653
Sequence,TB605,MIPS,krood,2017-11-15 14:48:17.990,D,2017-11-15 14:48:17.990
Serengeti,TB367,MIPS,krood,2014-06-16 11:06:10.137,D,2014-06-16 11:06:10.137
Sergeant,SB042,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Seuss,SB122,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Seven,SB093,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Sewanee,BS083,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Sexy,BS080,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Shadow,SB043,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Shag I,BS277,MIPS,D,2009-07-09 10:09:34.340,csandersre,2009-08-06 16:52:47.807
Shag II,BS282,MIPS,D,2009-07-09 10:09:34.340,csandersre,2009-08-06 16:53:36.633
Shane,BS045,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Shark Bite,PE230,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Sharkbite,FM274,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Sharkey,FM145,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Sharktooth,TB457,MIPS,krood,2015-04-07 19:18:22.000,D,2015-04-07 19:18:22.000
Sharky,FM145,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Sharon,BC379,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Sharpshooter,TB463,MIPS,krood,2015-04-07 19:18:36.280,D,2015-04-07 19:18:36.280
Sheba,BC325,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Sheila,RB512,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Shelby,CR581,MIPS,cbeck,2011-02-16 09:37:01.620,D,2011-02-16 09:37:01.620
Sherpa,TB690,MIPS,krood,2019-11-12 10:12:24.040,D,2019-11-12 10:12:24.040
Shiitake,TB257,MIPS,krood,2010-08-16 16:42:38.863,D,2010-08-16 16:42:38.863
Shrimp,U5762,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Shula,PE243,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Shuttle,BC303,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Siblings,TB606,MIPS,krood,2017-11-15 14:48:26.073,D,2017-11-15 14:48:26.073
Sickle,PE119,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Sideswiped,U5014,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Sierra,TB104,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Siete,TB426,MIPS,krood,2015-04-07 19:16:33.600,D,2015-04-07 19:16:33.600
Silvia,BS159,MIPS,D,2009-07-09 10:09:34.340,csandersre,2009-08-06 16:37:14.960
Simone,TB042,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Simu,TPR004,T,D,2009-07-09 10:09:34.340,csandersre,2009-08-19 01:17:39.200
Sinch,TB278,MIPS,krood,2010-08-16 16:44:15.207,D,2010-08-16 16:44:15.207
Sister Margo,TEP004,T,D,2009-07-09 10:09:34.340,csandersre,2009-08-19 01:18:30.810
Skamper,SB129,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Skate,CH184,MIPS,krood,2010-08-16 16:39:53.360,D,2010-08-16 16:39:53.360
Sketchy,CH078,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Skiff,TB234,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Skippy,TEP018,T,D,2009-07-09 10:09:34.340,csandersre,2009-08-19 01:18:52.640
Skunk,SB049,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Skyline,TB520,MIPS,krood,2016-04-15 07:28:04.920,D,2016-04-15 07:28:04.920
Skywalker,FM261,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Slalom,TB508,MIPS,krood,2016-04-15 07:14:03.613,D,2016-04-15 07:14:03.613
Slash ,CR203,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Slash II,FK006,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Slasher,TB002,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Sleepy,TB088,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Sleepyhead,RB537,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Slice,DUCR02712,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Slink,TB503,MIPS,krood,2016-04-15 07:10:31.473,D,2016-04-15 07:10:31.473
Sloop,EG012,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Slug,SB197,MIPS,krood,2014-06-16 11:06:16.293,D,2014-06-16 11:06:16.293
Sly,BS207,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Smiley,SB045,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Smoke,BS069,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Smores,SB273,MIPS,krood,2019-11-12 10:12:31.643,D,2019-11-12 10:12:31.643
Snaggletooth,TB155,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Snail,FM278,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Sneakers,MI110,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Sneetch,SB250,MIPS,krood,2017-11-15 14:43:15.510,D,2017-11-15 14:43:15.510
Snicket,CH171,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Snip,U7051,MIPS,krood,2016-08-22 06:00:24.160,D,2016-08-22 06:00:24.160
Snook,MI128,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Snoopy,FM360,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Snotch,SB143,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Snowblade,TBC068,T,krood,2012-05-14 12:13:39.363,D,2012-05-14 12:13:39.363
Snowgrass,TBC087,T,krood,2013-01-07 13:24:27.257,D,2013-01-07 13:24:27.257
Snowmobile,FM297,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Snowshoot,TBC070,T,krood,2012-05-14 12:14:16.223,D,2012-05-14 12:14:16.223
Snuff,SB047,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Snug,TBC062,T,krood,2011-01-19 14:49:22.323,D,2011-01-19 14:49:22.323
Socket,FM265,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Softball,BC272,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Solo,FM255,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Sombrero,SB104,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Sonar,TB402,MIPS,krood,2015-04-07 19:15:48.737,D,2015-04-07 19:15:48.737
Sonny,RB337,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Sounder,TB519,MIPS,krood,2016-04-15 07:27:14.040,D,2016-04-15 07:27:14.040
Southleaf,TBC080,T,krood,2013-01-07 13:23:19.377,D,2013-01-07 13:23:19.377
Sparc,TB034,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Sparrow,CH227,MIPS,krood,2014-06-13 13:34:32.510,D,2014-06-13 13:34:32.510
Spartina,CR106,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Speedbump,SB140,MIPS,D,2009-07-09 10:09:34.340,D,2009-07-09 10:09:34.340
Speedy,BS194,MIPS,D,2009-07-09 10:09:34.340,csandersre,2009-08-06 16:41:27.900
