"MLog","TagType","DateApplied","TagId","Info","Event","EventDate","CreateBy","CreateDate","UpdateBy","UpdateDate"
667,Pit-R,2004-02-26 00:00:00.000,"0005FE437C",,Release,2004-02-26 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
667,Satellite,2004-02-26 00:00:00.000,,,Release,2004-02-26 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
667,Sonic,2004-02-26 00:00:00.000,,,Release,2004-02-26 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
667,VHF,2004-02-26 00:00:00.000,,,Release,2004-02-26 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
668,Pit-L,2004-02-26 00:00:00.000,"000643F705",,Release,2004-02-26 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
668,Pit-R,2004-02-26 00:00:00.000,"0006441E04",,Release,2004-02-26 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
668,Satellite,2002-12-31 00:00:00.000,,,Rescue,2002-12-31 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
668,Sonic,2004-02-26 00:00:00.000,,,Release,2004-02-26 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
668,VHF,2004-02-26 00:00:00.000,,,Release,2004-02-26 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
669,Pit-L,2004-01-20 00:00:00.000,"000638C5B6",,Rescue,2004-01-20 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
669,Pit-R,2004-01-20 00:00:00.000,"000638A886",,Rescue,2004-01-20 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
671,Pit-L,2003-03-07 00:00:00.000,"00063DDFF9",,Rescue,2003-03-07 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
671,Pit-R,2003-03-07 00:00:00.000,"00063DE8B3",,Rescue,2003-03-07 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
673,Pit-L,2003-10-29 00:00:00.000,"0006396BD9",,Rescue,2003-10-29 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
673,Pit-R,2003-10-29 00:00:00.000,"00064389E3",,Rescue,2003-10-29 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
675,Pit-L,2004-06-29 00:00:00.000,"00063DFAAF",,Rescue,2004-06-29 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
675,Pit-R,2004-06-29 00:00:00.000,"00063D9EE7",,Rescue,2004-06-29 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
676,Pit-L,2004-06-29 00:00:00.000,"0006445EED",,Rescue,2004-06-29 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
676,Pit-R,2004-06-29 00:00:00.000,"00064427BE",,Rescue,2004-06-29 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
678,Pit-L,2005-02-02 00:00:00.000,"0005FE5566",,Rescue,2005-02-02 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
678,Pit-R,2005-02-02 00:00:00.000,"0005FE387A",,Rescue,2005-02-02 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
680,Pit-L,2005-09-02 00:00:00.000,"0005FFE09D",,Rescue,2005-09-02 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
680,Pit-R,2005-09-02 00:00:00.000,"0005FFEFD2",,Rescue,2005-09-02 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
682,FB,2007-02-16 00:00:00.000,H6,,Release,2007-02-16 00:00:00.000,D,2009-07-09 10:54:07.000,D,2009-07-09 10:54:07.000
682,GPS,2007-02-16 00:00:00.000,,,Release,2007-02-16 00:00:00.000,D,2009-07-09 10:54:07.000,D,2009-07-09 10:54:07.000
682,Pit-L,2007-02-16 00:00:00.000,"00067206CE",,Release,2007-02-16 00:00:00.000,D,2009-07-09 10:54:07.000,D,2009-07-09 10:54:07.000
682,Pit-R,2007-02-16 00:00:00.000,"00063DC850",,Release,2007-02-16 00:00:00.000,D,2009-07-09 10:54:07.000,D,2009-07-09 10:54:07.000
682,VHF,2007-02-16 00:00:00.000,,,Release,2007-02-16 00:00:00.000,D,2009-07-09 10:54:07.000,D,2009-07-09 10:54:07.000
691,Pit-L,2001-01-29 00:00:00.000,"000601F285",,Rescue,2001-01-29 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
691,Pit-R,2001-01-29 00:00:00.000,"0005FE37E1",,Rescue,2001-01-29 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
691,Satellite,2001-06-13 00:00:00.000,,,Release,2001-06-13 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
691,Sonic,2001-06-13 00:00:00.000,,,Release,2001-06-13 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
691,VHF,2001-06-13 00:00:00.000,,,Release,2001-06-13 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
692,Pit-L,2001-03-03 00:00:00.000,"000122694B",,Rescue,2001-03-03 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
692,Pit-R,2001-03-03 00:00:00.000,"000134D543",,Rescue,2001-03-03 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
693,Pit-L,2001-03-03 00:00:00.000,"000121F287",,Rescue,2001-03-03 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
697,FB,2001-03-30 00:00:00.000,"05",,Rescue,2001-03-30 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
697,Pit-L,2001-03-30 00:00:00.000,"0005FFFCCD",,Rescue,2001-03-30 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
697,Pit-R,2001-03-30 00:00:00.000,"00060002E4",,Rescue,2001-03-30 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
699,Pit-L,2003-03-04 00:00:00.000,"000601C044",,Rescue,2003-03-04 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
699,Pit-R,2003-03-04 00:00:00.000,"0005FE37EF",,Rescue,2003-03-04 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
700,FB,2004-03-03 00:00:00.000,Y2,,Release,2004-03-03 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
700,GPS,2004-03-03 00:00:00.000,,,Release,2004-03-03 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
700,Pit-L,2004-03-03 00:00:00.000,"000600FDAF",,Release,2004-03-03 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
700,Pit-R,2004-03-03 00:00:00.000,"000600CB18",,Release,2004-03-03 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
700,Sonic,2004-03-03 00:00:00.000,,,Release,2004-03-03 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
700,VHF,2004-03-03 00:00:00.000,,,Release,2004-03-03 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
702,Pit-L,2001-11-30 00:00:00.000,"00060100C7",,Rescue,2001-11-30 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
702,Pit-R,2001-11-30 00:00:00.000,"000600F23E",,Rescue,2001-11-30 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
703,Pit-L,2001-12-06 00:00:00.000,"0005FF58A0",,Rescue,2001-12-06 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
703,Pit-R,2001-12-06 00:00:00.000,"000600FE27",,Rescue,2001-12-06 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
708,Pit-L,2003-05-19 00:00:00.000,"000600E8DD",,Rescue,2003-05-19 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
708,Pit-R,2003-05-19 00:00:00.000,"000601CF77",,Rescue,2003-05-19 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
715,Pit-L,2004-01-30 00:00:00.000,"000601D9A9",,Rescue,2004-01-30 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
716,Pit-L,2004-02-11 00:00:00.000,"000600105B",,Rescue,2004-02-11 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
716,Pit-R,2004-02-11 00:00:00.000,"0006000478",,Rescue,2004-02-11 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
718,Pit-L,2004-06-27 00:00:00.000,"000600E3C2",,Rescue,2004-06-27 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
718,Pit-R,2004-06-27 00:00:00.000,"0005FFF131",,Rescue,2004-06-27 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
720,FB,2007-03-15 00:00:00.000,Y6,,Release,2007-03-15 00:00:00.000,D,2009-07-09 10:54:07.000,D,2009-07-09 10:54:07.000
720,GPS,2007-03-15 00:00:00.000,,,Release,2007-03-15 00:00:00.000,D,2009-07-09 10:54:07.000,D,2009-07-09 10:54:07.000
720,Pit-L,2007-03-15 00:00:00.000,"000601E536",,Release,2007-03-15 00:00:00.000,D,2009-07-09 10:54:07.000,D,2009-07-09 10:54:07.000
720,Pit-R,2007-03-15 00:00:00.000,"0001D3C7E7",,Release,2007-03-15 00:00:00.000,D,2009-07-09 10:54:07.000,D,2009-07-09 10:54:07.000
720,VHF,2007-03-15 00:00:00.000,,,Release,2007-03-15 00:00:00.000,D,2009-07-09 10:54:07.000,D,2009-07-09 10:54:07.000
721,Pit-L,2004-11-09 00:00:00.000,"000121ECBD",,Rescue,2004-11-09 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
721,Pit-R,2004-11-09 00:00:00.000,"00063DDA31",,Rescue,2004-11-09 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
722,Pit-L,2004-12-28 00:00:00.000,"0006434E8E",,Rescue,2004-12-28 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
722,Pit-R,2004-12-28 00:00:00.000,"00063DC527",,Rescue,2004-12-28 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
723,Pit-L,2004-12-28 00:00:00.000,"000601D99A",,Rescue,2004-12-28 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
723,Pit-R,2004-12-28 00:00:00.000,"00064359A2",,Rescue,2004-12-28 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
726,FB,2007-03-15 00:00:00.000,Y7,,Release,2007-03-15 00:00:00.000,D,2009-07-09 10:54:07.000,D,2009-07-09 10:54:07.000
726,GPS,2007-03-15 00:00:00.000,,,Release,2007-03-15 00:00:00.000,D,2009-07-09 10:54:07.000,D,2009-07-09 10:54:07.000
726,Pit-L,2007-03-15 00:00:00.000,"000600F645",,Release,2007-03-15 00:00:00.000,D,2009-07-09 10:54:07.000,D,2009-07-09 10:54:07.000
726,Pit-R,2007-03-15 00:00:00.000,"0005F36A4F",,Release,2007-03-15 00:00:00.000,D,2009-07-09 10:54:07.000,D,2009-07-09 10:54:07.000
726,VHF,2007-03-15 00:00:00.000,,,Release,2007-03-15 00:00:00.000,D,2009-07-09 10:54:07.000,D,2009-07-09 10:54:07.000
729,Pit-L,2005-07-13 00:00:00.000,"0006721346",,Rescue,2005-07-13 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
729,Pit-R,2005-07-13 00:00:00.000,"000671F128",,Rescue,2005-07-13 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
730,Pit-L,2005-10-28 00:00:00.000,"0006720E15",,Rescue,2005-10-28 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
730,Pit-R,2005-10-28 00:00:00.000,"0006725472",,Rescue,2005-10-28 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
731,Pit-L,2005-10-28 00:00:00.000,"000643319A",,Rescue,2005-10-28 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
731,Pit-R,2005-10-28 00:00:00.000,"0006434E3D",,Rescue,2005-10-28 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
732,GPS,2006-01-20 00:00:00.000,"1008",,Rescue,2006-01-20 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
732,Pit-L,2006-01-20 00:00:00.000,"00063DBFFB",,Rescue,2006-01-20 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
732,Pit-R,2006-01-20 00:00:00.000,"0006725BAF",,Rescue,2006-01-20 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
732,PTT,2006-01-20 00:00:00.000,"3055",,Rescue,2006-01-20 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
733,Pit-L,2007-07-17 00:00:00.000,"000601E0E2",,Release,2007-07-17 00:00:00.000,D,2009-07-09 10:54:07.000,D,2009-07-09 10:54:07.000
733,Pit-R,2007-07-17 00:00:00.000,"0005FFE0E4",,Release,2007-07-17 00:00:00.000,D,2009-07-09 10:54:07.000,D,2009-07-09 10:54:07.000
735,Pit-L,2006-04-19 00:00:00.000,"000671ECE3",,Rescue,2006-04-19 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
735,Pit-R,2006-04-19 00:00:00.000,"0006433BA2",,Rescue,2006-04-19 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
736,Pit-L,2006-05-12 00:00:00.000,"000601C401",,Rescue,2006-05-12 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
736,Pit-R,2006-05-12 00:00:00.000,"000671916E",,Rescue,2006-05-12 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
737,Pit-L,2006-06-23 00:00:00.000,"0005FFF10B",,Rescue,2006-06-23 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
737,Pit-R,2006-06-23 00:00:00.000,"000600F4FB",,Rescue,2006-06-23 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
739,Pit-L,2010-03-22 00:00:00.000,"000695890C","",Release,2010-03-25 00:00:00.000,jlinvill,2010-03-27 14:38:37.870,D,2010-03-27 14:38:37.870
739,Pit-R,2010-03-22 00:00:00.000,"000695A548","",Release,2010-03-25 00:00:00.000,jlinvill,2010-03-27 14:39:15.243,D,2010-03-27 14:39:15.243
740,Pit-L,2006-12-08 00:00:00.000,"0006721E9C",,Rescue,2006-12-08 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
740,Pit-R,2006-12-08 00:00:00.000,"000675BF30",,Rescue,2006-12-08 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
743,Pit-L,2001-01-29 00:00:00.000,"0001344114",,Rescue,2001-01-29 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
743,Pit-R,2001-01-29 00:00:00.000,"0001349596",,Rescue,2001-01-29 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
743,Satellite,2001-01-29 00:00:00.000,,,Rescue,2001-01-29 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
745,FB,2001-02-14 00:00:00.000,W1,,Rescue,2001-02-14 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
745,Pit-L,2001-02-14 00:00:00.000,"0005FE33B2",,Rescue,2001-02-14 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
745,Pit-R,2001-02-14 00:00:00.000,"0005FE65F1",,Rescue,2001-02-14 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
745,Satellite,2001-08-15 00:00:00.000,,,Release,2001-08-15 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
745,VHF,2001-08-15 00:00:00.000,,,Release,2001-08-15 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
746,Pit-L,2001-02-17 00:00:00.000,"0001226471",,Rescue,2001-02-17 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
746,Pit-R,2001-02-17 00:00:00.000,"000137DC68",,Rescue,2001-02-17 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
746,Radio,2001-02-17 00:00:00.000,,,Death,2001-02-17 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
746,Satellite,2001-02-17 00:00:00.000,,,Rescue,2001-02-17 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
755,Pit-L,2002-06-10 00:00:00.000,"000600DE73",,Release,2002-06-10 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
755,Pit-R,2002-06-10 00:00:00.000,"000600CCDE",,Release,2002-06-10 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
757,Pit-L,2002-10-17 00:00:00.000,"0006009EF1",,Release,2002-10-17 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
757,Pit-R,2002-10-17 00:00:00.000,"000600ED67",,Release,2002-10-17 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
758,Pit-L,2003-02-07 00:00:00.000,"000600E879",,Death,2003-02-07 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
758,Pit-R,2003-02-07 00:00:00.000,"000601BD59",,Death,2003-02-07 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
759,Pit-L,2002-01-17 00:00:00.000,"000601EC43",,Rescue,2002-01-17 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
759,Pit-R,2002-01-17 00:00:00.000,"000601DCF6",,Rescue,2002-01-17 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
761,FB,2002-06-20 00:00:00.000,W5,,Release,2002-06-20 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
761,Pit-L,2002-06-20 00:00:00.000,"000600F3D3",,Release,2002-06-20 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
761,Pit-R,2002-06-20 00:00:00.000,"000601C509",,Release,2002-06-20 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
763,FB,2002-02-16 00:00:00.000,W3,,Release,2002-02-16 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
763,Pit-L,2002-02-16 00:00:00.000,"000600FB4F",,Release,2002-02-16 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
763,Pit-R,2002-02-16 00:00:00.000,"000600AE7C",,Release,2002-02-16 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
763,Radio,2002-12-17 00:00:00.000,,,Death,2002-12-17 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
763,Satellite,2002-02-16 00:00:00.000,,,Release,2002-02-16 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
763,Sonic,2002-02-16 00:00:00.000,,,Release,2002-02-16 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
763,VHF,2002-02-16 00:00:00.000,,,Release,2002-02-16 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
764,Pit-L,2003-05-21 00:00:00.000,"00063891A8",,Release,2003-05-23 00:00:00.000,dszemer,2018-11-08 13:42:15.130,D,2018-11-08 13:42:15.130
764,Pit-R,2003-05-21 00:00:00.000,"0005FE6184",,Release,2003-05-23 00:00:00.000,dszemer,2018-11-08 13:42:47.130,D,2018-11-08 13:42:47.130
767,Pit-L,2003-02-23 00:00:00.000,"00063913F7",,Rescue,2003-02-23 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
767,Pit-R,2003-02-23 00:00:00.000,"000639B860",,Rescue,2003-02-23 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
769,old belt,2003-03-03 00:00:00.000,,,Rescue,2003-03-03 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
770,Pit-L,2003-06-19 00:00:00.000,"00063916F8",,Release,2003-06-19 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
770,Pit-R,2003-06-19 00:00:00.000,"0006393DAF",,Release,2003-06-19 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
772,Pit-L,2003-06-26 00:00:00.000,"0006391480",,Release,2003-06-26 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
772,Pit-R,2003-06-26 00:00:00.000,"00063897B8",,Release,2003-06-26 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
774,Pit-L,2003-06-26 00:00:00.000,"00063531AC",,Release,2003-06-26 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
774,Pit-R,2003-06-26 00:00:00.000,"000638D614",,Release,2003-06-26 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
780,Pit-L,2003-09-16 00:00:00.000,"0006385535",,Release,2003-09-19 00:00:00.000,D,2008-05-14 00:00:00.000,dszemer,2014-12-05 12:03:33.780
780,Pit-R,2003-09-16 00:00:00.000,"0006394913",,Release,2003-09-19 00:00:00.000,D,2008-05-14 00:00:00.000,dszemer,2014-12-05 12:04:04.500
781,Pit-L,2003-05-20 00:00:00.000,"0005FFF148",,Rescue,2003-05-20 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
781,Pit-R,2003-05-20 00:00:00.000,"00060009AD",,Rescue,2003-05-20 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
782,Pit-L,2003-05-20 00:00:00.000,"000600FEAC",,Rescue,2003-05-20 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
782,Pit-R,2003-05-20 00:00:00.000,"000600D351",,Rescue,2003-05-20 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
783,Pit-L,2003-07-16 00:00:00.000,"0006351F06",,Release,2003-07-16 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
783,Pit-R,2003-07-16 00:00:00.000,"00063519B2",,Release,2003-07-16 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
786,Pit-L,2004-03-03 00:00:00.000,"00063DD301",,Release,2004-03-03 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
786,Pit-R,2004-03-03 00:00:00.000,"0006443E16",,Release,2004-03-03 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
788,Pit-L,2003-09-25 00:00:00.000,"0006443125",,Rescue,2003-09-25 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
788,Pit-R,2003-09-25 00:00:00.000,"000643849A",,Rescue,2003-09-25 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
791,new belt,2004-07-08 00:00:00.000,,,Release,2004-07-08 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
791,Pit-L,2004-07-08 00:00:00.000,"000644BAC",,Release,2004-07-08 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
791,Pit-R,2004-07-08 00:00:00.000,"0006443EA9",,Release,2004-07-08 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
794,GPS,2007-02-16 00:00:00.000,,,Release,2007-02-16 00:00:00.000,D,2009-07-09 10:54:07.000,D,2009-07-09 10:54:07.000
794,Pit-L,2007-02-16 00:00:00.000,"000601BD79",,Release,2007-02-16 00:00:00.000,D,2009-07-09 10:54:07.000,D,2009-07-09 10:54:07.000
794,Pit-R,2007-02-16 00:00:00.000,"000601CB80",,Release,2007-02-16 00:00:00.000,D,2009-07-09 10:54:07.000,D,2009-07-09 10:54:07.000
794,VHF,2007-02-16 00:00:00.000,,,Release,2007-02-16 00:00:00.000,D,2009-07-09 10:54:07.000,D,2009-07-09 10:54:07.000
798,Pit-L,2005-07-18 00:00:00.000,"00063DCF5C",,Release,2005-07-18 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
798,Pit-R,2005-07-18 00:00:00.000,"00063DBB37",,Release,2005-07-18 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
800,Pit-L,2004-08-30 00:00:00.000,"000600FAD8",,Rescue,2004-08-30 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
800,Pit-R,2004-08-30 00:00:00.000,"0006010058",,Rescue,2004-08-30 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
810,Pit-L,2005-01-06 00:00:00.000,"00063DC390",,Rescue,2005-01-06 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
810,Pit-R,2005-01-06 00:00:00.000,"0005FFDF48",,Rescue,2005-01-06 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
811,Pit-L,2005-01-06 00:00:00.000,"00063D8FDA",,Rescue,2005-01-06 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
811,Pit-R,2005-01-06 00:00:00.000,"00064365ED",,Rescue,2005-01-06 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
812,Pit-L,2005-01-25 00:00:00.000,"00063DB0C4",,Rescue,2005-01-25 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
812,Pit-R,2005-01-25 00:00:00.000,"00063DB335",,Rescue,2005-01-25 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
816,Pit-L,2005-08-12 00:00:00.000,"00063DBDF6",,Rescue,2005-08-12 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
816,Pit-R,2005-08-12 00:00:00.000,"00063DC411",,Rescue,2005-08-12 00:00:00.000,D,2008-05-14 00:00:00.000,D,2009-07-09 10:54:07.000
